RA,Fase,Turma,Nome,Ano_Nascimento,Idade,Genero,Ano_Ingresso,Instituicao_Ensino,Ano_Referencia,Pedra_20,Pedra_21,Pedra_22,INDE_22,Num_Av,Avaliador1,Avaliador2,Avaliador3,IAA,IEG,IPS,IDA,Mat,Por,Ing,Atingiu_PV,IPV,IAN,Fase_Ideal,Defasagem,Pedra_23,Pedra_23_1,IPP,Pedra_24,Pedra
RA-1118,Fase 2,2K,Aluno-1118,2010,12,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,5.3,8.8,7.52,6.0,4.8,7.2,,,8.28,5.0,Fase 3,-1,Ametista,,7.708333333,,
RA-610,Fase 2,2K,Aluno-610,2013,10,F,2022,Publica,2023,,,Topazio,8.18,3.0,Avaliador-15,Avaliador-5,Avaliador-2,10.0,10.0,2.52,7.0,6.3,7.7,,,8.896666667,10.0,Fase 2,0,Topazio,,8.541666667,,
RA-409,Fase 2,2K,Aluno-409,2011,12,F,2022,Publica,2023,,,Topazio,8.15,3.0,Avaliador-15,Avaliador-5,Avaliador-2,8.4,9.5,2.52,8.0,6.2,9.7,,,8.73,5.0,Fase 3,-1,Ametista,,7.916666667,,
RA-466,Fase 2,2L,Aluno-466,2009,14,M,2022,Publica,2023,,,Agata,6.826,3.0,Avaliador-32,Avaliador-5,Avaliador-2,9.5,7.6,6.89,4.5,2.5,6.5,,,7.056666667,5.0,Fase 4,-2,Agata,,6.25,,
RA-760,Fase 2,2L,Aluno-760,2011,12,M,2021,Publica,2023,,Ametista,Topazio,8.172,3.0,Avaliador-32,Avaliador-5,Avaliador-2,0.0,8.8,7.52,6.3,5.8,6.8,,,7.84,5.0,Fase 3,-1,Agata,,7.083333333,,
RA-404,Fase 2,2L,Aluno-404,2010,13,F,2020,Publica,2023,Ametista,Agata,Agata,6.658,3.0,Avaliador-32,Avaliador-5,Avaliador-2,7.9,8.3,5.02,6.0,4.7,7.2,,,6.89,5.0,Fase 3,-1,Agata,,6.875,,
RA-590,Fase 2,2L,Aluno-590,2012,11,F,2020,Privada,2023,Ametista,Agata,Ametista,7.435,3.0,Avaliador-32,Avaliador-5,Avaliador-2,6.3,9.7,3.77,6.5,5.7,7.3,,,8.34,10.0,Fase 2,0,Ametista,,7.291666667,,
RA-469,Fase 2,2L,Aluno-469,2011,12,F,2022,Publica,2023,,,Ametista,7.624,3.0,Avaliador-32,Avaliador-5,Avaliador-2,7.5,9.3,2.52,7.8,6.8,8.8,,,8.843333333,5.0,Fase 3,-1,Ametista,,7.916666667,,
RA-1119,Fase 2,2L,Aluno-1119,2010,13,F,2023,Publica,2023,,,,,3.0,Avaliador-32,Avaliador-5,Avaliador-2,7.3,9.7,3.77,5.9,3.0,8.8,,,8.453333333,5.0,Fase 3,-1,Ametista,,7.708333333,,
RA-1120,Fase 2,2L,Aluno-1120,2012,11,F,2023,Publica,2023,,,,,3.0,Avaliador-32,Avaliador-5,Avaliador-2,9.5,9.6,7.52,8.3,7.3,9.2,,,9.676666667,10.0,Fase 2,0,Topazio,,8.958333333,,
RA-472,Fase 2,2L,Aluno-472,2010,13,F,2022,Publica,2023,,,Quartzo,5.93,3.0,Avaliador-32,Avaliador-5,Avaliador-2,5.1,7.1,7.52,5.5,3.7,7.2,,,8.223333333,5.0,Fase 3,-1,Agata,,7.708333333,,
RA-1121,Fase 2,2L,Aluno-1121,2012,11,M,2023,Publica,2023,,,,,3.0,Avaliador-32,Avaliador-5,Avaliador-2,0.0,9.9,6.26,8.0,6.5,9.5,,,9.84,10.0,Fase 2,0,Topazio,,8.75,,
RA-1122,Fase 2,2L,Aluno-1122,2012,11,M,2023,Publica,2023,,,,,3.0,Avaliador-32,Avaliador-5,Avaliador-2,0.0,9.3,6.89,6.9,5.2,8.5,,,8.616666667,10.0,Fase 2,0,Ametista,,7.291666667,,
RA-438,Fase 2,2L,Aluno-438,2012,11,M,2022,Publica,2023,,,Ametista,7.764,3.0,Avaliador-32,Avaliador-5,Avaliador-2,6.9,7.5,6.26,5.4,3.5,7.3,,,7.223333333,10.0,Fase 2,0,Agata,,6.458333333,,
RA-408,Fase 2,2L,Aluno-408,2010,13,F,2022,Publica,2023,,,Agata,6.725,3.0,Avaliador-32,Avaliador-5,Avaliador-2,7.9,8.5,3.77,6.8,6.0,7.5,,,8.45,5.0,Fase 3,-1,Ametista,,8.333333333,,
RA-1123,Fase 2,2L,Aluno-1123,2010,12,M,2023,Publica,2023,,,,,3.0,Avaliador-32,Avaliador-5,Avaliador-2,7.3,8.9,7.52,5.3,3.8,6.8,,,7.113333333,5.0,Fase 3,-1,Agata,,7.083333333,,
RA-1124,Fase 2,2M,Aluno-1124,2009,14,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,9.5,8.0,7.52,3.0,1.0,5.0,,,7.786666667,5.0,Fase 4,-2,Agata,,7.083333333,,
RA-623,Fase 2,2M,Aluno-623,2009,14,M,2022,Publica,2023,,,Ametista,7.524,3.0,Avaliador-15,Avaliador-5,Avaliador-2,10.0,9.5,7.52,7.3,5.8,8.8,,,7.446666667,5.0,Fase 4,-2,Ametista,,7.291666667,,
RA-661,Fase 2,2M,Aluno-661,2011,11,M,2022,Publica,2023,,,Ametista,7.593,3.0,Avaliador-15,Avaliador-5,Avaliador-2,0.0,7.7,6.89,6.5,4.3,8.7,,,7.836666667,10.0,Fase 2,0,Agata,,7.5,,
RA-626,Fase 2,2M,Aluno-626,2011,12,M,2021,Publica,2023,,Agata,Quartzo,5.818,3.0,Avaliador-15,Avaliador-5,Avaliador-2,9.0,9.2,4.39,6.5,4.7,8.3,,,7.613333333,5.0,Fase 3,-1,Ametista,,7.291666667,,
RA-433,Fase 2,2M,Aluno-433,2010,13,M,2022,Publica,2023,,,Quartzo,5.557,3.0,Avaliador-15,Avaliador-5,Avaliador-2,8.5,7.2,7.52,4.8,1.8,7.7,,,7.613333333,5.0,Fase 3,-1,Agata,,5.833333333,,
RA-614,Fase 2,2M,Aluno-614,2010,13,M,2021,Publica,2023,,Topazio,Topazio,8.339,3.0,Avaliador-15,Avaliador-5,Avaliador-2,9.0,9.1,7.52,8.6,8.8,8.3,,,8.563333333,5.0,Fase 3,-1,Topazio,,8.333333333,,
RA-434,Fase 2,2M,Aluno-434,2011,12,M,2022,Publica,2023,,,Ametista,7.403,3.0,Avaliador-15,Avaliador-5,Avaliador-2,6.3,8.0,7.52,6.6,5.2,8.0,,,7.613333333,5.0,Fase 3,-1,Ametista,,7.5,,
RA-603,Fase 2,2M,Aluno-603,2011,11,M,2022,Publica,2023,,,Ametista,7.78,3.0,Avaliador-15,Avaliador-5,Avaliador-2,0.0,8.9,2.52,7.0,5.7,8.2,,,7.78,10.0,Fase 2,0,Agata,,7.708333333,,
RA-436,Fase 2,2M,Aluno-436,2011,12,M,2022,Publica,2023,,,Agata,6.687,3.0,Avaliador-15,Avaliador-5,Avaliador-2,7.5,4.7,2.52,3.4,3.7,3.0,,,7.613333333,5.0,Fase 3,-1,Quartzo,,6.875,,
RA-616,Fase 2,2M,Aluno-616,2010,13,M,2019,Publica,2023,Agata,Ametista,Ametista,7.303,3.0,Avaliador-15,Avaliador-5,Avaliador-2,0.0,6.6,5.02,6.8,5.5,8.0,,,6.783333333,5.0,Fase 3,-1,Quartzo,,5.833333333,,
RA-437,Fase 2,2M,Aluno-437,2009,14,M,2022,Publica,2023,,,Agata,6.875,3.0,Avaliador-15,Avaliador-5,Avaliador-2,8.0,8.4,7.52,4.7,2.5,6.8,,,7.78,5.0,Fase 4,-2,Agata,,7.291666667,,
RA-1125,Fase 2,2M,Aluno-1125,2012,11,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,4.7,7.9,7.52,4.0,1.0,7.0,,,6.95,10.0,Fase 2,0,Agata,,6.666666667,,
RA-619,Fase 2,2M,Aluno-619,2011,11,F,2021,Publica,2023,,Ametista,Ametista,7.693,3.0,Avaliador-15,Avaliador-5,Avaliador-2,9.0,7.1,3.77,9.0,8.5,9.5,,,8.116666667,10.0,Fase 2,0,Ametista,,7.708333333,,
RA-620,Fase 2,2M,Aluno-620,2010,13,M,2021,Publica,2023,,Ametista,Agata,6.018,3.0,Avaliador-15,Avaliador-5,Avaliador-2,6.8,8.4,7.52,6.2,5.2,7.2,,,7.503333333,5.0,Fase 3,-1,Ametista,,6.875,,
RA-1126,Fase 2,2M,Aluno-1126,2011,12,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,0.0,5.2,3.77,,,,,,7.06,5.0,Fase 3,-1,,,7.291666667,,
RA-1127,Fase 2,2N,Aluno-1127,2012,11,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,8.5,9.9,5.02,6.9,5.0,8.7,,,9.01,10.0,Fase 2,0,Topazio,,8.125,,
RA-1128,Fase 2,2N,Aluno-1128,2011,12,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,9.5,7.3,5.02,3.5,3.0,4.0,,,7.503333333,5.0,Fase 3,-1,Agata,,7.916666667,,
RA-1129,Fase 2,2N,Aluno-1129,2012,11,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,0.0,9.2,6.27,7.8,6.8,8.7,,,7.503333333,10.0,Fase 2,0,Ametista,,7.916666667,,
RA-1130,Fase 2,2N,Aluno-1130,2012,11,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,8.5,8.4,7.52,7.3,6.3,8.2,,,7.503333333,10.0,Fase 2,0,Topazio,,7.708333333,,
RA-1131,Fase 2,2N,Aluno-1131,2011,12,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,7.9,9.9,5.02,9.1,8.3,9.8,,,9.286666667,5.0,Fase 3,-1,Topazio,,8.75,,
RA-1132,Fase 2,2N,Aluno-1132,2011,12,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,10.0,6.3,6.27,5.8,5.2,6.3,,,7.503333333,5.0,Fase 3,-1,Agata,,7.916666667,,
RA-1133,Fase 2,2N,Aluno-1133,2013,10,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,9.5,10.0,6.27,6.5,5.0,8.0,,,9.343333333,10.0,Fase 2,0,Topazio,,8.541666667,,
RA-1134,Fase 2,2N,Aluno-1134,2011,11,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,8.0,9.7,3.76,6.8,5.5,8.0,,,7.56,10.0,Fase 2,0,Ametista,,7.916666667,,
RA-618,Fase 2,2N,Aluno-618,2009,14,M,2020,Publica,2023,Ametista,Ametista,Ametista,7.18,3.0,Avaliador-15,Avaliador-5,Avaliador-2,0.0,9.2,5.02,6.2,4.5,7.8,,,7.95,5.0,Fase 4,-2,Agata,,8.125,,
RA-631,Fase 2,2N,Aluno-631,2010,13,M,2022,Publica,2023,,,Agata,6.928,3.0,Avaliador-15,Avaliador-5,Avaliador-2,0.0,6.4,6.27,7.0,6.0,8.0,,,6.78,5.0,Fase 3,-1,Quartzo,,7.916666667,,
RA-646,Fase 2,2P,Aluno-646,2009,13,M,2019,Publica,2023,Ametista,Ametista,Topazio,8.181,3.0,Avaliador-15,Avaliador-5,Avaliador-2,10.0,8.9,7.52,8.4,8.2,8.5,,,8.783333333,5.0,Fase 3,-1,Topazio,,8.958333333,,
RA-451,Fase 2,2P,Aluno-451,2009,14,F,2019,Publica,2023,Ametista,Quartzo,Agata,6.434,3.0,Avaliador-15,Avaliador-5,Avaliador-2,8.5,9.5,4.39,8.9,7.8,10.0,,,9.896666667,5.0,Fase 4,-2,Topazio,,9.375,,
RA-1135,Fase 2,2P,Aluno-1135,2011,11,M,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,0.0,9.4,7.52,7.2,4.8,9.5,,,7.896666667,10.0,Fase 2,0,Ametista,,8.125,,
RA-649,Fase 2,2P,Aluno-649,2010,13,F,2019,Publica,2023,Agata,Ametista,Ametista,7.302,3.0,Avaliador-15,Avaliador-5,Avaliador-2,9.0,9.3,3.77,6.5,3.8,9.2,,,8.836666667,5.0,Fase 3,-1,Ametista,,8.75,,
RA-651,Fase 2,2P,Aluno-651,2012,11,F,2022,Publica,2023,,,Ametista,7.866,3.0,Avaliador-15,Avaliador-5,Avaliador-2,0.0,8.2,3.77,9.3,9.8,8.7,,,7.95,10.0,Fase 2,0,Ametista,,8.75,,
RA-1136,Fase 2,2P,Aluno-1136,2009,13,F,2023,Publica,2023,,,,,3.0,Avaliador-15,Avaliador-5,Avaliador-2,6.8,8.1,2.52,6.6,4.8,8.3,,,7.723333333,5.0,Fase 3,-1,Agata,,8.333333333,,
RA-653,Fase 2,2P,Aluno-653,2011,12,F,2022,Publica,2023,,,Topazio,8.101,3.0,Avaliador-15,Avaliador-5,Avaliador-2,0.0,9.8,6.27,7.9,7.7,8.0,,,9.06,5.0,Fase 3,-1,Ametista,,9.166666667,,
RA-456,Fase 2,2P,Aluno-456,2010,12,F,2022,Publica,2023,,,Ametista,7.193,3.0,Avaliador-15,Avaliador-5,Avaliador-2,0.0,8.3,4.39,9.9,9.7,10.0,,,9.953333333,5.0,Fase 3,-1,Ametista,,9.583333333,,
RA-655,Fase 2,2P,Aluno-655,2010,13,F,2019,Publica,2023,Ametista,Ametista,Ametista,7.785,3.0,Avaliador-15,Avaliador-5,Avaliador-2,7.4,9.9,7.52,8.3,7.2,9.3,,,8.896666667,5.0,Fase 3,-1,Topazio,,9.166666667,,
RA-656,Fase 2,2P,Aluno-656,2011,12,F,2020,Publica,2023,Topazio,Ametista,Agata,6.652,3.0,Avaliador-15,Avaliador-5,Avaliador-2,0.0,8.9,7.52,7.3,5.8,8.8,,,7.173333333,5.0,Fase 3,-1,Agata,,8.541666667,,
RA-657,Fase 2,2P,Aluno-657,2010,12,F,2021,Publica,2023,,Ametista,Topazio,8.093,3.0,Avaliador-15,Avaliador-5,Avaliador-2,8.5,10.0,7.52,8.2,7.0,9.3,,,8.73,5.0,Fase 3,-1,Topazio,,8.75,,
RA-644,Fase 2,2P,Aluno-644,2011,12,F,2021,Publica,2023,,Ametista,Ametista,7.83,3.0,Avaliador-15,Avaliador-5,Avaliador-2,10.0,5.6,7.52,5.9,4.0,7.7,,,7.503333333,5.0,Fase 3,-1,Agata,,8.541666667,,
RA-461,Fase 2,2P,Aluno-461,2010,12,F,2018,Publica,2023,Ametista,Ametista,Quartzo,5.451,3.0,Avaliador-15,Avaliador-5,Avaliador-2,7.3,7.9,3.77,7.4,5.7,9.0,,,8.616666667,5.0,Fase 3,-1,Ametista,,8.541666667,,
RA-632,Fase 2,2R,Aluno-632,2012,11,F,2022,Publica,2023,,,Agata,6.996,3.0,Avaliador-32,Avaliador-5,Avaliador-2,4.7,9.1,5.64,7.4,6.8,8.0,,,8.563333333,10.0,Fase 2,0,Ametista,,8.333333333,,
RA-633,Fase 2,2R,Aluno-633,2011,12,F,2020,Publica,2023,Ametista,Agata,Ametista,7.476,3.0,Avaliador-32,Avaliador-5,Avaliador-2,1.7,8.1,6.27,7.2,5.3,9.0,,,7.286666667,5.0,Fase 3,-1,Agata,,8.541666667,,
RA-1137,Fase 2,2R,Aluno-1137,2013,10,F,2023,Publica,2023,,,,,3.0,Avaliador-32,Avaliador-5,Avaliador-2,9.5,9.8,6.27,6.5,6.0,7.0,,,9.843333333,10.0,Fase 2,0,Topazio,,9.375,,
RA-1138,Fase 2,2R,Aluno-1138,2011,12,F,2023,Publica,2023,,,,,3.0,Avaliador-32,Avaliador-5,Avaliador-2,9.0,9.2,6.27,9.3,9.0,9.5,,,8.566666667,5.0,Fase 3,-1,Topazio,,9.166666667,,
RA-1139,Fase 2,2R,Aluno-1139,2012,11,M,2023,Publica,2023,,,,,3.0,Avaliador-32,Avaliador-5,Avaliador-2,8.5,9.1,5.64,5.3,6.3,4.3,,,7.79,10.0,Fase 2,0,Ametista,,8.125,,
RA-1140,Fase 2,2R,Aluno-1140,2012,11,F,2023,Publica,2023,,,,,3.0,Avaliador-32,Avaliador-5,Avaliador-2,4.7,8.7,7.52,7.3,8.5,6.0,,,7.62,10.0,Fase 2,0,Ametista,,7.708333333,,
RA-445,Fase 2,2R,Aluno-445,2010,13,M,2022,Publica,2023,,,Agata,6.924,3.0,Avaliador-32,Avaliador-5,Avaliador-2,8.0,8.8,6.89,8.4,7.7,9.0,,,8.176666667,5.0,Fase 3,-1,Ametista,,8.541666667,,
RA-1141,Fase 2,2R,Aluno-1141,2011,12,F,2023,Publica,2023,,,,,3.0,Avaliador-32,Avaliador-5,Avaliador-2,9.0,8.8,7.52,5.9,5.5,6.2,,,7.113333333,5.0,Fase 3,-1,Ametista,,7.708333333,,
RA-639,Fase 2,2R,Aluno-639,2012,11,F,2021,Publica,2023,,Ametista,Agata,6.613,3.0,Avaliador-32,Avaliador-5,Avaliador-2,7.4,8.1,6.27,6.3,4.8,7.8,,,7.62,10.0,Fase 2,0,Ametista,,8.125,,
RA-1142,Fase 2,2R,Aluno-1142,2012,11,F,2023,Publica,2023,,,,,3.0,Avaliador-32,Avaliador-5,Avaliador-2,9.0,10.0,7.52,10.0,10.0,10.0,,,8.343333333,10.0,Fase 2,0,Topazio,,8.541666667,,
RA-642,Fase 2,2R,Aluno-642,2012,11,F,2021,Publica,2023,,Topazio,Ametista,7.75,3.0,Avaliador-32,Avaliador-5,Avaliador-2,9.5,9.2,6.27,6.5,5.7,7.2,,,9.173333333,10.0,Fase 2,0,Topazio,,8.75,,
RA-658,Fase 2,2U,Aluno-658,2012,10,F,2022,Publica,2023,,,Ametista,7.407,3.0,Avaliador-32,Avaliador-5,Avaliador-2,9.5,9.5,7.52,6.1,5.3,6.8,,,9.173333333,10.0,Fase 2,0,Topazio,,7.916666667,,
RA-588,Fase 2,2U,Aluno-588,2013,10,F,2021,Bolsista,2023,,Topazio,Topazio,8.622,3.0,Avaliador-32,Avaliador-5,Avaliador-2,8.0,9.6,2.52,7.8,7.5,8.0,,,9.673333333,10.0,Fase 2,0,Topazio,,8.958333333,,
RA-662,Fase 2,2U,Aluno-662,2011,12,F,2022,Publica,2023,,,Ametista,7.044,3.0,Avaliador-32,Avaliador-5,Avaliador-2,6.8,7.6,6.27,6.7,4.3,9.0,,,6.72,5.0,Fase 3,-1,Agata,,7.291666667,,
RA-403,Fase 2,2U,Aluno-403,2010,13,M,2020,Publica,2023,Ametista,Ametista,Ametista,7.455,3.0,Avaliador-32,Avaliador-5,Avaliador-2,8.5,8.8,6.27,7.8,6.8,8.8,,,8.45,5.0,Fase 3,-1,Ametista,,7.291666667,,
RA-591,Fase 2,2U,Aluno-591,2011,12,M,2021,Publica,2023,,Ametista,Ametista,7.507,3.0,Avaliador-32,Avaliador-5,Avaliador-2,9.0,8.5,6.27,6.9,6.2,7.5,,,7.333333333,5.0,Fase 3,-1,Ametista,,5.833333333,,
RA-592,Fase 2,2U,Aluno-592,2012,11,F,2020,Privada,2023,Ametista,Ametista,Ametista,7.381,3.0,Avaliador-32,Avaliador-5,Avaliador-2,6.2,9.2,3.77,7.6,5.5,9.7,,,8.95,10.0,Fase 2,0,Ametista,,7.916666667,,
RA-602,Fase 2,2U,Aluno-602,2011,12,M,2019,Publica,2023,Ametista,Ametista,Ametista,8.041,3.0,Avaliador-32,Avaliador-5,Avaliador-2,10.0,9.6,7.52,8.1,7.3,8.8,,,9.51,5.0,Fase 3,-1,Topazio,,8.75,,
RA-666,Fase 2,2U,Aluno-666,2012,11,M,2022,Publica,2023,,,Ametista,7.929,3.0,Avaliador-32,Avaliador-5,Avaliador-2,9.5,9.1,7.52,7.1,6.7,7.5,,,9.62,10.0,Fase 2,0,Topazio,,8.541666667,,
RA-667,Fase 2,2U,Aluno-667,2011,12,M,2021,Publica,2023,,Ametista,Quartzo,5.844,3.0,Avaliador-32,Avaliador-5,Avaliador-2,9.0,6.9,6.89,5.2,3.0,7.3,,,7.836666667,5.0,Fase 3,-1,Agata,,7.083333333,,
RA-422,Fase 2,2U,Aluno-422,2010,13,M,2022,Publica,2023,,,Agata,6.746,3.0,Avaliador-32,Avaliador-5,Avaliador-2,0.0,7.8,7.52,4.4,3.0,5.7,,,6.106666667,5.0,Fase 3,-1,Quartzo,,6.666666667,,
RA-595,Fase 2,2U,Aluno-595,2010,13,M,2018,Publica,2023,Agata,Ametista,Quartzo,5.18,3.0,Avaliador-32,Avaliador-5,Avaliador-2,0.0,7.0,7.52,3.3,3.2,3.3,,,5.55,5.0,Fase 3,-1,Quartzo,,6.666666667,,
RA-423,Fase 2,2U,Aluno-423,2010,13,F,2022,Publica,2023,,,Agata,6.647,3.0,Avaliador-32,Avaliador-5,Avaliador-2,8.0,8.7,6.89,3.4,2.3,4.5,,,7.45,5.0,Fase 3,-1,Agata,,7.083333333,,
RA-669,Fase 2,2U,Aluno-669,2011,11,M,2022,Publica,2023,,,Ametista,7.475,3.0,Avaliador-32,Avaliador-5,Avaliador-2,8.5,7.8,7.52,5.0,3.3,6.7,,,7.06,10.0,Fase 2,0,Ametista,,7.708333333,,
RA-670,Fase 2,2U,Aluno-670,2012,11,F,2022,Publica,2023,,,Ametista,7.451,3.0,Avaliador-32,Avaliador-5,Avaliador-2,9.5,8.7,7.52,7.0,5.8,8.2,,,9.343333333,10.0,Fase 2,0,Topazio,,8.958333333,,
RA-609,Fase 2,2U,Aluno-609,2011,12,M,2019,Publica,2023,Ametista,Agata,Agata,6.794,3.0,Avaliador-32,Avaliador-5,Avaliador-2,9.5,6.4,7.52,5.3,3.2,7.3,,,6.216666667,5.0,Fase 3,-1,Agata,,6.875,,
RA-326,Fase 3,3A,Aluno-326,2010,13,F,2022,Privada,2023,,,Topazio,8.22,4.0,Avaliador-32,Avaliador-6,Avaliador-4,9.6,9.4,3.14,8.2,8.3,7.5,8.8,,9.76,10.0,Fase 3,0,Topazio,,9.0625,,
RA-179,Fase 3,3A,Aluno-179,2010,12,M,2022,Publica,2023,,,Ametista,7.993,4.0,Avaliador-32,Avaliador-6,Avaliador-4,8.8,9.4,7.52,6.4,8.7,6.3,4.3,,8.9225,10.0,Fase 3,0,Topazio,,8.59375,,
RA-1143,Fase 3,3A,Aluno-1143,2008,15,F,2023,Publica,2023,,,,,4.0,Avaliador-32,Avaliador-6,Avaliador-4,8.8,7.0,6.26,5.3,6.0,6.3,3.5,,6.2075,5.0,Fase 5,-2,Agata,,7.5,,
RA-330,Fase 3,3A,Aluno-330,2008,15,F,2018,Publica,2023,Agata,Agata,Agata,6.446,4.0,Avaliador-32,Avaliador-6,Avaliador-4,9.6,7.2,6.89,3.3,3.8,3.8,2.3,,5.8275,5.0,Fase 5,-2,Agata,,6.71875,,
RA-332,Fase 3,3A,Aluno-332,2009,14,M,2017,Bolsista,2023,Ametista,Ametista,Ametista,7.883,4.0,Avaliador-32,Avaliador-6,Avaliador-4,9.2,8.4,8.76,6.8,6.3,7.7,6.5,,9.175,5.0,Fase 4,-1,Topazio,,8.28125,,
RA-199,Fase 3,3A,Aluno-199,2009,14,M,2022,Privada,2023,,,Ametista,7.564,4.0,Avaliador-32,Avaliador-6,Avaliador-4,9.2,7.6,7.51,8.5,8.2,8.2,9.2,,8.505,5.0,Fase 4,-1,Ametista,,7.96875,,
RA-1144,Fase 3,3B,Aluno-1144,2010,13,F,2023,Publica,2023,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,0.0,9.4,5.02,8.0,7.0,8.2,8.8,,8.0025,10.0,Fase 3,0,Ametista,,8.28125,,
RA-352,Fase 3,3B,Aluno-352,2011,12,M,2019,Publica,2023,Ametista,Ametista,Ametista,7.834,4.0,Avaliador-21,Avaliador-6,Avaliador-4,9.2,8.1,6.26,7.2,8.2,6.0,7.5,,7.17,10.0,Fase 3,0,Ametista,,7.96875,,
RA-1145,Fase 3,3B,Aluno-1145,2012,11,F,2023,Publica,2023,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,0.0,9.5,4.39,7.8,7.7,7.7,8.0,,8.63,10.0,Fase 2,1,Ametista,,8.59375,,
RA-1146,Fase 3,3B,Aluno-1146,2008,14,F,2023,Publica,2023,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,9.6,8.8,6.26,3.7,5.0,3.3,2.7,,6.965,5.0,Fase 4,-1,Agata,,7.1875,,
RA-331,Fase 3,3B,Aluno-331,2010,13,F,2019,Publica,2023,Ametista,Ametista,Agata,6.636,4.0,Avaliador-21,Avaliador-6,Avaliador-4,9.6,8.6,2.52,5.2,5.7,4.8,5.2,,6.7975,10.0,Fase 3,0,Ametista,,7.03125,,
RA-227,Fase 3,3B,Aluno-227,2010,12,M,2022,Publica,2023,,,Agata,6.471,4.0,Avaliador-21,Avaliador-6,Avaliador-4,9.6,7.5,5.63,6.9,7.2,6.5,7.0,,7.4625,10.0,Fase 3,0,Ametista,,8.28125,,
RA-247,Fase 3,3B,Aluno-247,2009,13,F,2021,Publica,2023,,Agata,Ametista,7.72,4.0,Avaliador-21,Avaliador-6,Avaliador-4,0.0,8.5,7.52,7.2,6.5,6.7,8.3,,7.5425,10.0,Fase 3,0,Ametista,,8.28125,,
RA-343,Fase 3,3B,Aluno-343,2008,15,M,2020,Publica,2023,Ametista,Quartzo,Agata,6.9,4.0,Avaliador-21,Avaliador-6,Avaliador-4,9.2,7.2,6.26,5.7,4.5,6.7,6.0,,6.9225,5.0,Fase 5,-2,Agata,,7.65625,,
RA-1147,Fase 3,3B,Aluno-1147,2009,14,F,2023,Publica,2023,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,8.3,8.3,6.26,6.7,5.0,7.5,7.5,,7.0075,5.0,Fase 4,-1,Ametista,,7.1875,,
RA-345,Fase 3,3B,Aluno-345,2009,14,M,2021,Publica,2023,,Ametista,Quartzo,5.75,4.0,Avaliador-21,Avaliador-6,Avaliador-4,8.8,6.8,6.26,4.6,5.7,5.7,2.5,,7.1725,5.0,Fase 4,-1,Agata,,8.125,,
RA-336,Fase 3,3B,Aluno-336,2009,14,M,2016,Publica,2023,Ametista,Agata,Agata,6.787,4.0,Avaliador-21,Avaliador-6,Avaliador-4,0.0,7.5,6.89,5.1,6.7,5.2,3.3,,7.255,5.0,Fase 4,-1,Quartzo,,7.34375,,
RA-346,Fase 3,3B,Aluno-346,2012,11,M,2022,Publica,2023,,,Topazio,8.143,4.0,Avaliador-21,Avaliador-6,Avaliador-4,0.0,9.4,8.14,6.2,6.7,5.5,6.5,,7.84,10.0,Fase 2,1,Ametista,,7.96875,,
RA-1148,Fase 3,3B,Aluno-1148,2011,11,F,2023,Publica,2023,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,7.9,8.6,3.77,5.7,5.7,5.3,6.2,,7.2125,10.0,Fase 2,1,Ametista,,7.5,,
RA-1149,Fase 3,3C,Aluno-1149,2009,14,F,2023,Publica,2023,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,8.3,9.8,2.52,7.2,6.0,6.8,8.7,,8.1725,5.0,Fase 4,-1,Ametista,,7.96875,,
RA-1150,Fase 3,3C,Aluno-1150,2007,16,M,2023,Publica,2023,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,9.2,9.8,2.52,6.7,7.0,6.5,6.5,,7.835,2.5,Fase 6,-3,Ametista,,7.96875,,
RA-1151,Fase 3,3C,Aluno-1151,2011,12,F,2023,Publica,2023,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,7.5,9.5,2.52,8.3,7.3,8.8,8.7,,7.545,10.0,Fase 3,0,Ametista,,7.65625,,
